카드명,카드사,연회비_국내,연회비_해외,전월실적_기준,주요혜택
스타벅스 현대카드,현대카드,30000,30000,300000,3만원 누적 시 마다: 1개 스타벅스 별적립 | VISA/Master: 플래티넘서비스
신세계 신한카드 체크,신한카드,0,0,300000,"스타벅스: 500원할인 | 쿠팡,티몬: 1%포인트적립 | 롯데월드,서울랜드: 50%할인"
신세계 푸빌라 BC바로카드,BC 바로카드,10000,12000,0,국내가맹점: 0.7%할인 | 해외가맹점: 1.7%할인 | 신세계백화점/SSGPAY: 1.7%할인
신한 슈퍼SOL 체크,신한카드,0,0,300000,모든가맹점: 0.3%적립 | 생활가맹점: 총 2%적립 | 쇼핑/해외: 총 1%적립
신한카드 LABE,신한카드,197000,200000,500000,골프 기프트 옵션: 연 1회택 1 | 항공 적립 최대: 3 마일리지적립 | 골핑 or GDR: 할인서비스
신한카드 Pick I 체크,신한카드,0,0,0,편의점·커피: 10%적립 | 디지털 구독: 10%적립 | One Pick 쇼핑몰: 3천 포인트적립
신한카드 국민행복 체크,신한카드,0,0,300000,넷플릭스/유튜브: 50%할인 | 배달앱: 5%할인 | 어린이집/유치원: 5%할인
신한카드 플리(산리오캐릭터즈),신한카드,15000,18000,0,국내 이용금액: 최대 0.9%결제일 할인 | 해외 이용금액: 0.5%결제일 할인 | 매주 1회: 할인 쿠폰제공
신협-신한카드 RPM+Platinum#,신협,0,32000,500000,모든 주유소: 40~150P/L적립 | 모든 충전소: 10~50P/L적립 | 모든가맹점: 0.2~2%적립
쏘영 체크카드,KB국민카드,0,0,50000,스트리밍: 5%할인 | 패스트푸드: 5%할인 | 편의점: 5%할인
아시아나 듀얼마일리지 롯데카드,롯데카드,43000,45000,0,"1,000원 당: 최대 2마일리지적립 | 공항라운지: 무료이용"
올바른OIL카드,NH농협카드,0,15000,300000,주유소/충전소: 100~150원/L할인 | 오토오아시스: 차량 경정비현장할인 | 커피: 10%적립
올바른SAFE카드,NH농협카드,12000,12000,0,"국내외가맹점: 0.7%무제한적립 | 대출보유시: 6,000포인트적립 | 온/오프라인쇼핑: 0.5%추가적립"
위카드,NH농협카드,0,200000,0,전가맹점: 0.7~1.5%적립 | 매년 1회: 5~20만원캐시백 | 매년 1회: 바우처제공
제주항공 Refresh Point 카드,IBK기업은행,0,22000,0,"1,000원당: 10~30P적립 | 국내공항: 라운지무료이용"
카드의정석 L.POINT CHECK,우리카드,0,0,300000,L.POINT: 1~0.3%적립 | 롯데가맹점: 1~0.5%추가적립 | 주요 테마파크: 50%현장할인
카드의정석 시니어플러스,우리카드,10000,12000,300000,모아포인트: 1~3%적립 | 영화관: 3천원할인 | 커피전문점: 10%할인
카드의정석 칼퇴 CHECK,우리카드,0,0,300000,음식점·카페·편의점: 5%캐시백 | 헬스·뷰티·전자책: 5%캐시백 | 대중교통·택시·카셰어링: 5%캐시백
카카오뱅크 롯데카드,롯데카드,15000,15000,0,국내외가맹점: 0.5%캐시백 | 스페셜가맹점: 5%캐시백
카카오페이 체크카드,BNK부산은행,1000,0,100000,카카오페이: 15%청구할인 | 온라인쇼핑몰: 10%청구할인 | 드럭스토어: 5%청구할인
카카오페이 체크카드,iM뱅크,0,0,100000,카카오페이: 15%할인 | 온라인쇼핑: 10%할인 | 편의점: 5%할인
카카오페이 체크카드,하나카드,0,0,250000,카카오페이: 7%캐시백 | 대중교통: 5%캐시백 | 스타벅스: 5%캐시백
케이뱅크 SIMPLE 카드,케이뱅크,10000,12000,0,온라인 간편결제: 1.5%할인 | 편의점: 1.5%할인 | 대중교통/택시: 1.5%할인
콕체크카드,NH농협카드,0,0,0,국내외 전 가맹점: 최대 0.5%적립 | 에코머니: 최대 5%적립
탄탄대로 Biz 카드,KB국민카드,15000,15000,400000,주유소/충전소 최대: 130점/L적립 | 쇼핑몰 최대: 20%적립 | 대형할인점 최대: 20%적립
토스페이 플러스 신한카드,신한카드,1000,0,0,실물없는: 모바일단독카드
트래블로그 PRESTIGE 신용카드,하나카드,150000,150000,500000,"1,500원 당: 1마일적립 | 프리미엄 바우처: 1가지선택 | 해외 가맹점: 이용수수료면제"
티머니 체크카드,KB국민카드,0,0,200000,영화: 20%할인 | 놀이공원: 30%할인 | 패밀리레스토랑 최대: 15%할인
하나 기후동행체크카드,하나카드,0,0,100000,"편의점: 1,000원캐시백 | 서점: 1,000원캐시백 | 베이커리: 1,000원캐시백"
하나로 전자카드 메가캐쉬백 더드림 체크카드,하나카드,0,0,0,생활필수업종 2만원당: 200원캐시백 | 통신료 최대: 5천원캐시백 | CU편의점 포인트: 2%적립
하나투어 삼성카드,삼성카드,20000,20000,500000,하나투어: 라이트할부제공 | 생활요금: 최대 10%할인 | 공항라운지: 연 2회제공
해피메이트 IBK카드(신용),IBK기업은행,20000,22000,400000,국내외 가맹점: 1%해피포인트 적립 | SPC 가맹점: 10%해피포인트 적립 | 해피포인트APP: 10%해피포인트 적립
[BNK부산] 그린카드v2,BNK부산은행,10000,12000,400000,버스/지하철 최대: 20%적립 | 온라인 쇼핑: 5%적립 | 생활요금: 5%적립
[DGB대구] 그린카드v2,iM뱅크,10000,12000,400000,버스/지하철 최대: 20%적립 | 온라인 쇼핑: 5%적립 | 생활요금: 5%적립
able 아이맥스카드,KB증권,0,0,300000,CMA: 우대수익률추가제공 | 금융상품: 추가수익률혜택
AIA생명 롯데 리얼체크카드,롯데카드,0,0,300000,AIA생명 보험료: 5천원할인
Air Money(에어머니)체크,NH농협카드,0,0,0,국내/해외가맹점: 0.2%에어머니적립 | 3개월연속 30만원이상 이용시: 0.2%추가적립
All For Me카드,우리카드,0,10000,300000,"주요 7대 업종: 10~5%할인 | 영화: 3,000원할인 | 커피: 20%할인"
American Express Rose Gold KB Kookmin Card,KB국민카드,0,19000,300000,"온라인 쇼핑: 10%할인 (KB Pay) | 커피, 편의점: 10%할인 (KB Pay) | 오프라인 쇼핑, 온라인 항공/면세점: 5%할인 (KB Pay)"
BC 바로 ZONE 카드,BC 바로카드,19000,19000,300000,"커피, 간식, 배달앱: 7%할인 | 쿠팡, 다이소, 올리브영: 7%할인 | 디지털구독, 멤버십, 전통시장: 7%할인"
CGV 우리카드,우리카드,20000,20000,300000,CGV영화관람권: 연 12회제공 | CGV영화관람권: 5천원할인 | CGV매점콤보: 2천원할인
Easy all 카드,KB국민카드,20000,20000,500000,16개 영역 중: 선택형할인 | 배달앱: 10%할인 | 대중교통: 7%할인
Easy shopping 카드,KB국민카드,15000,15000,500000,온라인쇼핑몰/마트: 10%적립 | KB Pay 이용 시: 5%추가적립 | 관리비/편의점/배달앱: 5%적립
H.Point 우리카드,우리카드,15000,15000,0,H.Point: 5%적립 | 실적·한도 제한없이: 0.5%적립 | 국내외 공항라운지: 연 2회무료
IBK BUDDY CHECK,IBK기업은행,0,0,200000,대중교통: 5%할인 | 이동통신: 5%할인 | 다이소: 5%할인
IBK 무직타이거 카드(체크),IBK기업은행,0,0,300000,"버스,지하철: 건당 100원할인 | 온라인쇼핑: 10%할인 | 편의점: 5%할인"
KB Pay 머니백카드,KB국민카드,0,0,200000,전 가맹점: 0.1%적립 | KB Pay 전 업종: 5%적립
KB국민 국민행복체크,KB국민카드,0,0,300000,"병원: 5%할인 | 키즈카페, 학습지: 5%할인 | 단체보험: 무료가입"
KB국민 국민행복카드,KB국민카드,0,0,400000,"쇼핑: 5%할인 | 교육, 학습지: 5%할인 | 관리비, 통신비: 5%할인"
KB차차차 신용카드,KB국민카드,30000,30000,400000,주유소 최대: 300원/L청구할인 | 차량정비·주차·세차: 10%청구할인
Kia Members 경차전용카드(유류세 환급),현대카드,0,0,0,"경차: 유류세환급 | 주유소, 충전소: 100~400원/L할인 | 국내가맹점: 0.5%적립"
Kia Members 전기차 신용카드,현대카드,30000,30000,500000,신차 구매 시: 1.5%M포인트 적립 | 당월 이용금액: 0.5%M포인트 적립 | 전기차 충전 최대: 70%할인
LCC UniMile카드,NH농협카드,0,25000,300000,저비용항공사: 3%UniMile적립 | 국내외가맹점: 0.7~1.4%UniMile적립 | 공항라운지: 무료이용
LG전자 The 구독케어 신한카드,신한카드,22000,25000,300000,LG전자 구독요금: 월 최대 2만원결제일 할인 | LG전자 구독요금: 1만 포인트적립 (월 1회)
LG트윈스 신한카드,신한카드,0,10000,0,LG트윈스 홈경기: 3천원할인 | CGV: 3천원현장할인 | 테마파크: 30~50%할인
Liiv M 카드,KB국민카드,20000,20000,500000,통신요금 자동이체: 최대 1만 5천원청구할인 | Liiv M: 마스터 티타늄서비스
LIKIT all 체크카드,롯데카드,0,0,0,모든가맹점: 0.2%기본캐시백 | 주말 및 공휴일: 0.2%추가캐시백
Mile 1.6 아시아나,하나카드,0,45000,0,"해외 1,500원당: 1.8 HANA Mile적립 | 국내 1,500원당: 1.6 HANA Mile적립 | CGV/롯데시네마: 4,000원할인"
NEW농촌사랑체크카드,NH농협카드,0,0,200000,NH포인트: 최대0.5%적립 | GS칼텍스: 40원/L할인 | 놀이공원: 연6회할인
NH1961체크카드,NH농협카드,0,0,0,전 가맹점: 0.2%적립 | 범농협판매장: 0.3%적립 | 언택트 라이프: 최대 20%적립
NH1961카드,NH농협카드,12000,14000,0,전가맹점: 0.7%적립 | 언택트라이프영역: 최대50%적립 | 범농협판매장: 0.8%적립
NH농협 올바른 하나로(Hanaro) 체크카드,NH농협카드,0,0,0,전 가맹점: 0.2%기본적립 | 농협판매장: 0.5~1%추가적립 | 공항라운지: 무료이용
NH올원 Rental&코웨이카드,NH농협카드,10000,12000,0,쇼핑 최대: 3만원할인 | 놀이공원: 최대 50%할인
NU AUTO 우리카드,우리카드,20000,20000,500000,"자동차할부 월 납부금: 최대 11,000원할인 | 주유(LPG) / 전기차 충전: 최대 8,000원할인 | 주차비 / 하이패스 카드: 1,000원할인"
OK캐쉬백 썸(SUM)타는 우리체크카드,우리카드,0,0,250000,"G마켓,옥션: 10%할인 | 스타벅스: 20%할인 | 버거,피자: 10%할인"
OK캐쉬백 위비할인카드,우리카드,10000,12000,300000,쇼핑: 7%할인 | 생활: 7%할인 | OK캐쉬백: 멤버십서비스
ON PLATINUM카드(포인트),NH농협카드,118000,120000,0,모든가맹점: 0.8%적립 | 분기실적 150만원 이상 시: 2만5천P적립 | 공항라운지: 무료이용
Real Zero 체크카드,Sh수협은행,0,0,0,금융: 수수료면제
Shopping Save카드,NH농협카드,6000,8000,100000,쇼핑가맹점: 5~10%적립 | 통신요금: 5%적립 | 대중교통: 5%적립
SK OIL&LPG 카드,전북은행,10000,15000,300000,SK주유소 리터당 최대: 120원청구할인 | 주차장: 10%청구할인 | 약국: 5%청구할인
SK에너지 러브유 KB국민카드,KB국민카드,7000,12000,300000,"SK에너지 충전시: 100원/L청구할인 | 엔진오일: 연 1회무료교환 | 버스,지하철: 10%청구할인"
SmileCard Edition2,현대카드,10000,10000,0,스마일페이 가맹점/해외: 2%적립 | 해외가맹점: 2%적립 | 그 외 가맹점: 1%적립
SSG.COM카드,현대카드,20000,20000,300000,SSG.COM: 2~4%적립 | 생활편의영역: 3~5%적립 | 그 외 가맹점: 0.5%적립
SSG카드,SSGPAY. CARD,9000,10000,0,SSGPAY 결제: 1.5%적립/할인 | 그외 결제: 1.0%적립/할인
Together 체크카드,광주은행,0,0,200000,"국내외 가맹점: 0.2%캐시백 | 커피, 슈퍼마켓, 편의점: 0.2%추가 캐시백 | 주유, 영화관, 교통: 0.2%추가 캐시백"
Toss taptap S,삼성카드,10000,10000,500000,모든가맹점: 1%적립 | 모든주유소: 2천원할인 | 모든영화관: 5천원할인
T우주 신한카드,신한카드,15000,18000,0,"우주패스 구독료: 최대9,900원캐시백 | 할인점/온라인쇼핑: 최대5%적립 | 생활친화업종: 최대10%적립"
U＋ 알뜰모바일카드,KB국민카드,0,15000,300000,U+ 알뜰모바일 통신료: 최대 1만7천원할인
WE:SH All+ 카드,KB국민카드,55000,55000,400000,국내 가맹점: 1%할인 | 해외 가맹점: 2%할인 | 자동납부 최대: 50%할인
W컨셉 삼성카드,삼성카드,10000,10000,300000,W컨셉: 7%W POINT 적립 | 커피전문점: 7%W POINT 적립 | 디지털콘텐츠: 20%W POINT 적립
가온 Biz카드,KB국민카드,0,15000,500000,국내가맹점: 0.3%기본적립 | 해외이용금액: 2%기본적립 | 업종별 최대: 1%추가적립
가온글로벌카드,KB국민카드,15000,20000,200000,국내가맹점: 0.3%기본적립 | 쇼핑/여행: 0.7%추가적립 | 해외가맹점: 1~3%특별적립
골든라이프올림카드,KB국민카드,15000,20000,300000,병원 or 마트: 5%할인 | 생활편의서비스: 10%할인 | 연간리워드: 1만점적립
국민행복체크카드(비씨),NH농협카드,0,0,300000,병/의원: 3%할인 | 온라인쇼핑: 3%할인 | 커피: 10%할인
국민행복카드(비씨),NH농협카드,0,0,300000,어린이집/유치원: 5%할인 | 병·의원: 5%할인 | 각종: 정부보조금지원
기후동행카드(체크),NH농협카드,0,0,200000,"온라인쇼핑몰: 5%할인 | 이동통신 자동납부: 2,500원할인 | 커피: 10%할인"
나무 롯데카드,롯데카드,20000,20000,0,"국내외가맹점 최대: 1.0%캐시백 | 버스, 지하철: 50%캐시백 | 커피: 50%캐시백"
넥슨 현대카드UNLIMITED,현대카드,150000,150000,0,국내외 가맹점: 최대 3%포인트 적립 | 넥슨 현대카드 포인트: 연간 6만바우처 제공 | PC방 결제 시: 최대 3천원청구 할인
다날-유니온페이 모바일카드,다날,0,0,0,해외: 179개국이용가능 | 소득공제: 30%혜택
다이소 삼성카드,삼성카드,8000,8000,0,다이소 최대: 4천원할인 | 배달앱: 2천원할인 | 다이소몰: 1%할인
당근머니 하나 체크카드,하나카드,0,0,300000,지역 가맹점: 3.0%적립 | 당근 앱 내 결제: 5.0%적립 | 국내 전 가맹점: 0.5%적립
드림플러스 아시아나 체크카드,우체국,0,0,300000,"1,500원당: 1마일적립 | 해외이용시: 1%캐시백 | 가맹점: 5%캐시백"
디지로카 Edu,롯데카드,30000,30000,500000,"학원, 유치원: 최대 7%캐시백 | 국내 가맹점: 2~3개월무이자 할부"
라떼 우리체크카드,우리카드,2000,0,250000,"커피전문점: 1,000원할인 | 최대할인한도: 15,000원까지"
라이나생명 라서즐거운카드,우리카드,0,10000,0,보험료 매월 최대: 3만원할인 | 영화: 3천원청구할인 | 커피: 20%청구할인
라이프+플러스 체크카드,우체국,0,0,300000,온라인 쇼핑: 10%혜택 | 반려동물관련: 10%혜택 | 해외가맹점: 1%혜택
롯데마트 라서 즐거운 체크카드,우리카드,0,0,300000,"롯데마트: 10%할인 | 영화관: 3,000원할인 | 커피전문점: 20%할인"
롯데백화점 롯데카드,롯데카드,10000,15000,300000,롯데백화점: 15%할인 | 롯데백화점: 5%e-쿠폰 | 롯데백화점: 12개월할부서비스
롯데카드 KaPick,롯데카드,20000,20000,400000,"월 최대: 50,000포인트적립 | 카카오톡 선물하기/카카오 T: 10%적립 | 생활/요식/교통 업종: 1~1.5%적립"
리브 NEXT카드,KB국민카드,0,0,0,편의점: 5%환급할인 | 올리브영: 5%환급할인 | 구글 플레이/앱스토어: 5%환급할인
무신사 현대카드,현대카드,10000,10000,300000,무신사 및 솔드아웃: 5%할인 | 그외가맹점 무신사적립금: 1%적립
미미(美米)카드,NH농협카드,28000,30000,400000,쌀/즉석밥: 정기배송 | 음식점: 50%청구할인 | 전 세계 공항 라운지: 월 1회 / 연 2회무료 이용
미타임 체크카드,MG새마을금고,0,0,100000,"백화점·마트 등 쇼핑: 2,000원할인 | 올리브영 등 뷰티: 1,000원할인 | 커피: 500원할인"
배민 한그릇카드,현대카드,10000,10000,300000,"배민 앱: 3%적립 | 커피, 편의점, 대중교통: 2%적립 | 그 외 국내외가맹점: 0.5%적립"
삼성스토어 삼성카드,삼성카드,20000,20000,500000,삼성스토어 할부: 24~36개월제공 | 라이트할부 시: 1만1천원할인 | 교통/커피: 5%할인
삼성페이 KB국민카드,KB국민카드,0,15000,400000,삼성페이 간편결제: 10%청구할인 | 주요생활영역: 5%청구할인
신세계 BC 바로 클리어 플러스,BC 바로카드,5000,5000,200000,점심식사: 5%할인 | 신세계백화점: 7%할인 | 신세계백화점: 제휴서비스 제공
신세계 더 마일리지 삼성카드 (스카이패스),삼성카드,45000,45000,500000,국내외 가맹점: 1마일적립 | 신세계백화점·신세계면세점: 1마일추가적립 | 신세계백화점: 제휴서비스
신세계사이먼 프리미엄 아울렛 신한카드,신한카드,20000,23000,400000,신세계아울렛: 10%할인 | 신세계 계열사: 7%할인 | 주유: 40원/L할인
신한카드 Deep Making,신한카드,30000,30000,400000,DIY서비스: 17%적립 | 쇼핑: 1~5%적립 | 푸드: 1~5%적립
신한카드 S-Line 체크(마이펫),신한카드,0,0,300000,모든가맹점: 0.2~0.5%적립 | 요식업종: 5%할인 | 대중교통: 5%할인
신한카드 Simple Platinum# Splendor Plus,신한카드,27000,27000,0,국내외 가맹점: 1%캐시백 | 생활밀착 가맹점: 1.7%캐시백 | 온라인 영화 예매: 최대 3천원할인
신한카드 The Premium Pet,신한카드,200000,203000,400000,동물병원/펫쇼핑몰: 30%할인 | 온라인 쇼핑몰: 10%할인 | Gift Option: 연간 1회제공
